type,air_temperature_k,process_temperature_k,torque_nm,tool_wear_min,log_rotational_speed,temp_diff,power_w,tool_wear_torque
0,300.9,310.9,43.2,62,7.311886164077165,10.0,6772.268451490445,2678.4
0,298.8,308.5,29.0,31,7.459914766241105,9.699999999999989,5272.0113517441505,899.0
0,297.8,307.6,30.3,62,7.382746449738912,9.800000000000011,5099.024788261986,1878.6000000000001
1,300.0,309.5,22.4,79,7.539027055823995,9.5,4407.612605084431,1769.6
0,297.5,308.9,24.0,195,7.461065514354283,11.399999999999977,4368.070425551248,4680.0
2,297.6,308.8,44.4,181,7.234177179749849,11.199999999999989,6439.636621328358,8036.4
1,302.2,311.1,33.7,158,7.324489979348532,8.900000000000034,5350.048513259322,5324.6
0,303.8,313.0,32.9,207,7.3987862754199485,9.199999999999989,5626.142147632305,6810.299999999999
0,300.6,310.7,53.7,80,7.242797922793756,10.099999999999966,7855.960837346244,4296.0
0,297.3,308.3,60.6,119,7.1459844677143876,11.0,8046.749759198753,7211.400000000001
0,297.6,308.6,45.3,15,7.333023014386481,11.0,7253.277702681578,679.5
1,300.2,311.0,14.7,144,7.771067086065406,10.800000000000011,3648.3315486138267,2116.7999999999997
0,302.4,310.1,31.6,93,7.406103381237015,7.7000000000000455,5443.542310630154,2938.8
0,303.7,312.4,31.2,144,7.440146680662688,8.699999999999989,5560.870324266221,4492.8
1,299.8,309.3,31.1,211,7.403061091090091,9.5,5341.126390123128,6562.1
0,299.7,311.1,36.4,135,7.362010551259734,11.400000000000034,5999.771761923738,4914.0
0,297.5,309.4,34.6,142,7.409136443920128,11.899999999999977,5978.450819781377,4913.2
1,301.5,310.0,44.6,49,7.257002707092073,8.5,6618.100028003282,2185.4
1,298.1,308.1,43.7,80,7.284134806195205,10.0,6663.024802949617,3496.0
0,299.5,310.1,35.2,50,7.368970402194793,10.600000000000023,5842.524577636058,1760.0000000000002
0,301.0,310.6,37.8,206,7.309212365692763,9.600000000000023,5909.901268080047,7786.799999999999
1,301.7,310.7,29.9,73,7.414572881350589,9.0,5194.529204931115,2182.7
0,297.3,308.4,46.7,65,7.293017679772782,11.099999999999966,7184.016056645436,3035.5
1,302.2,310.1,45.4,9,7.259819610363186,7.900000000000034,6755.827449936659,408.59999999999997
1,303.6,312.8,33.1,16,7.432483807917119,9.199999999999989,5854.452157744187,529.6
2,298.5,309.6,33.5,91,7.365180126021013,11.100000000000023,5539.308526687082,3048.5
0,300.6,310.2,51.0,8,7.1846291527173145,9.599999999999966,7039.05249963329,408.0
1,302.1,310.6,38.9,2,7.325148957955575,8.5,6179.648885292779,77.8
0,297.1,308.2,15.7,181,7.7266536648476425,11.099999999999966,3727.175052243418,2841.7
0,299.4,308.6,56.4,175,7.255591274253665,9.200000000000045,8357.264777079567,9870.0
0,301.0,310.7,57.2,174,7.170888478512505,9.699999999999989,7786.960990697901,9952.800000000001
2,297.9,308.5,44.6,184,7.232733136177615,10.600000000000023,6459.30299133983,8206.4
0,301.9,310.8,47.7,92,7.2640301428995295,8.900000000000034,7128.05381950949,4388.400000000001
0,299.4,309.3,46.6,185,7.238496840894365,9.900000000000034,6787.997358709419,8621.0
2,299.3,310.4,45.5,27,7.32052696227274,11.099999999999966,7194.770775496224,1228.5
0,300.0,311.5,41.6,81,7.27655640271871,11.5,6294.913919752988,3369.6
0,298.2,309.1,36.3,166,7.358193752733032,10.900000000000034,5960.480909802842,6025.799999999999
2,300.9,311.9,16.5,43,7.669028288589683,11.0,3697.6545532751866,709.5
0,299.6,310.9,40.9,137,7.29505641646263,11.299999999999955,6304.631913028092,5603.3
1,298.5,309.6,39.4,84,7.315218389752975,11.100000000000023,6197.189444275321,3309.6
0,300.6,310.0,40.4,172,7.283448228756631,9.399999999999977,6155.63664544384,6948.8
0,299.1,310.6,37.1,44,7.363913501405819,11.5,6126.807296859399,1632.4
0,302.5,310.3,31.6,66,7.4318919168078,7.800000000000011,5585.835513886748,2085.6
0,298.9,310.0,49.3,18,7.229113877793302,11.100000000000023,7114.178451956133,887.4
1,298.5,309.3,27.2,49,7.474204806496124,10.800000000000011,5015.992494427607,1332.8
0,297.5,308.2,40.7,141,7.306531398939505,10.699999999999989,6346.258015688157,5738.700000000001
1,297.7,309.0,42.4,38,7.3343293503005365,11.300000000000011,6797.820071739642,1611.2
2,297.4,308.2,46.9,199,7.215239978730097,10.800000000000011,6674.5335040372665,9333.1
0,301.7,310.6,28.7,66,7.415175109613295,8.900000000000034,4989.05857341083,1894.2
0,301.0,311.9,23.5,198,7.5443321080536885,10.899999999999977,4648.667009394377,4653.0
0,302.3,310.1,50.9,36,7.21081845347222,7.800000000000011,7211.808679654193,1832.3999999999999
0,298.3,309.1,31.1,195,7.388327859577107,10.800000000000011,5262.963564901813,6064.5
1,299.2,309.1,34.7,6,7.315883504509785,9.900000000000034,5461.564580486248,208.20000000000002
1,297.5,308.0,39.0,141,7.353081920515432,10.5,6371.1499014801,5499.0
0,299.6,309.2,39.8,219,7.260522598089852,9.599999999999966,5926.677372850216,8716.199999999999
1,300.5,311.4,27.6,46,7.463936604468925,10.899999999999977,5037.732315590449,1269.6000000000001
1,297.2,307.9,37.5,156,7.398174092970465,10.699999999999989,6408.849013323178,5850.0
0,300.1,309.3,56.0,130,7.201170883281678,9.199999999999989,7858.170424179269,7280.0
1,298.0,308.5,33.0,58,7.428333194190806,10.5,5812.574727671836,1914.0
2,297.6,309.6,48.2,215,7.258412150595307,12.0,7162.391427213226,10363.0
0,300.7,310.9,29.4,102,7.409136443920128,10.199999999999989,5079.955320854696,2998.7999999999997
0,300.8,311.9,39.3,23,7.312553498102598,11.099999999999966,6164.998591551538,903.9
0,303.0,311.2,50.5,203,7.232010331664759,8.199999999999989,7308.496429556175,10251.5
1,301.9,310.7,37.6,70,7.321188556739478,8.800000000000011,5949.506279466303,2632.0
2,297.9,307.7,43.2,97,7.289610521451167,9.800000000000011,6622.979968591858,4190.400000000001
1,301.4,310.6,46.9,27,7.286191714702382,9.200000000000045,7165.66915554847,1266.3
0,298.4,308.3,42.7,186,7.260522598089852,9.900000000000034,6358.52069901267,7942.200000000001
1,300.0,309.3,40.7,117,7.254177846456518,9.300000000000011,6022.338869152026,4761.900000000001
1,300.5,309.5,49.9,59,7.186144304522325,9.0,6897.680830221749,2944.1
1,300.3,311.3,53.8,125,7.228388451573604,11.0,7757.911730627707,6725.0
0,300.6,310.0,53.8,103,7.271703706887368,9.399999999999977,8101.581022979406,5541.4
0,297.9,307.8,37.5,78,7.313220387090301,9.900000000000034,5886.559234663874,2925.0
0,298.8,309.6,50.0,104,7.274479558773871,10.800000000000011,7550.294344127469,5200.0
0,295.6,306.0,40.4,174,7.358830898342354,10.399999999999977,6637.933949622946,7029.599999999999
1,297.7,309.2,28.8,152,7.457609289715606,11.5,5223.588936976821,4377.6
0,300.3,311.5,25.6,43,7.4360278163518485,11.199999999999989,4543.999614152277,1100.8
1,300.2,311.6,47.5,146,7.32052696227274,11.400000000000034,7511.024435957596,6935.0
0,298.8,310.0,46.3,107,7.253470382684528,11.199999999999989,6846.116822800829,4954.099999999999
0,298.6,309.4,55.5,28,7.182352111885263,10.799999999999955,7642.709528020569,1554.0
1,297.7,307.3,49.2,36,7.2196420401307355,9.600000000000023,7032.769314326111,1771.2
0,297.4,308.2,33.8,39,7.402451520818244,10.800000000000011,5801.285938069936,1318.1999999999998
1,302.5,311.5,41.1,215,7.301147805856032,9.0,6374.197246354083,8836.5
0,300.0,309.6,46.0,51,7.2813856635702825,9.600000000000023,6994.441883952316,2346.0
1,296.6,307.5,27.0,50,7.45876269238096,10.899999999999977,4902.769495192231,1350.0
1,302.6,312.3,54.8,253,7.282761179605593,9.699999999999989,8343.986312130395,13864.4
0,298.2,308.8,60.4,34,7.172424577124845,10.600000000000023,8235.24531841414,2053.6
0,295.8,306.5,35.1,111,7.358193752733032,10.699999999999989,5763.440218569691,3896.1000000000004
0,297.4,308.4,50.6,220,7.222566018822171,11.0,7254.084044796,11132.0
2,301.2,310.6,52.0,69,7.210079628170788,9.400000000000034,7362.217663932561,3588.0
0,300.8,311.8,21.8,209,7.564757012905729,11.0,4401.413195581348,4556.2
1,300.8,310.7,22.4,36,7.562681246721884,9.899999999999977,4513.170118245049,806.4
2,301.7,310.2,30.8,42,7.390798521735676,8.5,5225.096901450544,1293.6000000000001
0,302.0,311.0,45.9,144,7.259116128097101,9.0,6825.424199189184,6609.599999999999
0,300.4,311.7,40.0,51,7.322510433997394,11.300000000000011,6337.639579841809,2040.0
2,300.6,311.7,33.3,92,7.336936913707618,11.099999999999966,5352.802642818968,3063.6
1,297.2,308.3,57.2,100,7.190676034332207,11.100000000000023,7942.700210511858,5720.0
0,299.0,308.5,38.1,194,7.352441100243583,9.5,6220.133542622039,7391.400000000001
1,302.4,311.8,31.5,49,7.351158226430694,9.400000000000034,5136.032749721273,1543.5
1,297.1,308.0,25.6,159,7.43307534889858,10.899999999999977,4530.5954854969605,4070.4
0,299.3,308.5,32.7,74,7.371489295214277,9.199999999999989,5441.269891944059,2419.8
0,298.8,308.9,32.4,189,7.331714969726466,10.099999999999966,5180.988940594142,6123.599999999999
1,297.5,308.5,44.7,40,7.3031700512368,11.0,6946.564011911607,1788.0
0,298.3,308.1,21.5,88,7.518064181233078,9.800000000000011,4142.713512533741,1892.0
1,301.1,310.0,48.1,14,7.2682230211595655,8.899999999999977,7218.049977059324,673.4
0,302.1,311.2,46.9,198,7.2868764117507,9.099999999999966,7170.580512063583,9286.199999999999
2,300.8,309.9,19.2,194,7.621684998724611,9.099999999999966,4103.673987825131,3724.7999999999997
2,300.8,311.9,48.5,25,7.266827347520591,11.099999999999966,7267.917524447307,1212.5
0,300.7,310.4,52.6,205,7.220373836723949,9.699999999999989,7524.281956955747,10783.0
0,302.0,311.2,44.9,15,7.268920128193722,9.199999999999989,6742.548984987486,673.5
1,299.8,310.0,33.7,172,7.398174092970465,10.199999999999989,5759.418979973097,5796.400000000001
